what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783854954
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783866432
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1364783868638
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364783869706
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783876715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783913364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783913911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783945140
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364783946370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364783947322
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildProject",1364783949514
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783949803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783951646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783954525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783967553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783968675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783972139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783978570
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364783981124
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364783986888
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364784012306
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364784020132
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364784020162
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1364784024971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364784025303
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1364784030298
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1364784033846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364784034154
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1364784044954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364784045244
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364784050874
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364784052327
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildProject",1364784054915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364784059024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364784060904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364784063803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785143627
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364785144519
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785149033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785159885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785160479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785160716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785173890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785174657
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785277336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785279511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785387915
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364785389206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785390369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785390977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785431299
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1364785432144
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364785434884
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364785437017
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785437541
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785437780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785437915
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildProject",1364785440539
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785440830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785443895
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1364785450203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785451274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785452338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785475689
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364785490648
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1364785493716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785494547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1364785494817
